Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
"Data Analyst, Users and Products",Ruby| Scripting| Perl| R| C/C++| SQL| Java| Analysis Skills| Management Consulting| Python,Google,2641,4.300000191,30,CO,"10,000+",Internet and Software
"Project and Data Analyst, Global Security and Resilience Ser...",JavaScript| Data Analysis| SQL,Google,2641,4.300000191,30,CA,"10,000+",Internet and Software
Reverse Logistics Data Analyst,SQL| Tableau,Google,2641,4.300000191,30,CA,"10,000+",Internet and Software
"Data Analyst, Users and Products",Ruby| Scripting| Perl| R| C/C++| SQL| Java| Analysis Skills| Management Consulting| Python,Google,2641,4.300000191,30,CA,"10,000+",Internet and Software
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,MI,"10,000+",Internet and Software
"Business Intelligence and Data Analyst, REWS",JavaScript| Business Intelligence| Data Warehouse| R| Python| SQL,Google,2641,4.300000191,30,CA,"10,000+",Internet and Software
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,2641,4.300000191,18,NY,"10,000+",Internet and Software
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,2641,4.300000191,18,CA,"10,000+",Internet and Software
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,CA,"10,000+",Internet and Software
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,NY,"10,000+",Internet and Software
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,CA,"10,000+",Internet and Software
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,2641,4.300000191,30,CA,"10,000+",Internet and Software
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,2642,4.300000191,30,WA,"10,000+",Internet and Software
"Product Marketing Manager, Data and Analytics, BigQuery, Goo...",Product Demos| Marketing,Google,2642,4.300000191,30,CA,"10,000+",Internet and Software
Data Analyst,Visual Basic| Microsoft Office| SQL| HTML5| Microsoft Access,Primerica,2664,4.199999809,30,GA,"Less than 10,000",Insurance
Quality Data Analyst - Senior,,"Cummins Power Systems, LLC.",2705,3.900000095,30,IN,"10,000+",Industrial Manufacturing
Quality Data Analyst - Senior,,Cummins Inc.,2705,3.900000095,30,IN,"10,000+",Industrial Manufacturing
Data Analytics Analyst,Alteryx| SQL| Excel,Cardinal Health,2722,3.599999905,30,MA,"10,000+",Health Care
Analyst - Transfer Price Data Analytics,,Cardinal Health,2722,3.599999905,13,OH,"10,000+",Health Care
Real Estate Data Analyst,Tableau,Conduent,2773,2.799999952,11,NJ,"10,000+",Consulting and Business Services
Real Estate Data Analyst,Tableau,Conduent,2773,2.799999952,11,NJ,"10,000+",Consulting and Business Services
Data Analyst - Internal Audit,Time Management| Visual Basic| SQL| QlikView| Audits,AIG,2807,3.799999952,6,NC,"10,000+",Insurance
Director - Data & Analytics,Pig| Design Patterns| Hive| Power BI| Oracle| SQL| Sybase| MySQL| QlikView| PostgreSQL| NoSQL| DB2,AIG,2807,3.799999952,30,CA,"10,000+",Insurance
"Master Data Analyst ∞ (Maplewood, MN)",APICS Certification| SAP| Leadership Experience| Military Experience| Coaching Experience| Excel| Microsoft Access,3M,2836,4.099999905,1,MN,"10,000+",Industrial Manufacturing
Data Analyst,Time Management| Microsoft Powerpoint| Microsoft Office| Analysis Skills,Philips,2880,4,30,TN,"10,000+",Health Care
Data Analytics Developer,Pig| Business Intelligence| Hive| AI| Data Mining| Machine Learning| Hadoop| Kafka| HBase| SQL| Tableau| Big Data| Spark| NoSQL| Python,Morgan Stanley,2900,3.900000095,21,NY,"10,000+",Banks and Financial Services
Securities Data Analyst,SharePoint| Regulatory Reporting| Microsoft Office,RBC,2904,4.099999905,2,MN,"10,000+",Banks and Financial Services
Business / Data Analyst,Business Intelligence| SDLC| Excel| SQL| Microsoft Access| Tableau| Data Warehouse| Visio,RBC,2904,4.099999905,22,NJ,"10,000+",Banks and Financial Services
Business / Data Analyst,Business Intelligence| SDLC| Excel| SQL| Microsoft Access| Tableau| Data Warehouse| Visio,RBC,2904,4.099999905,30,NJ,"10,000+",Banks and Financial Services
"Director, Data Science, Analytics and Reporting",TensorFlow| Database Marketing| Machine Learning| Experimental Design| R| SQL| Big Data| Design Experience| AI| Data Mining| Hadoop| Marketing| Management Experience| Teradata| Python| Data Science,RBC,2905,4.099999905,6,NC,"10,000+",Banks and Financial Services
"Director, Advanced Analytics - Talent Analytics",Project Management| Statisical Analysis,Liberty Mutual,2914,3.700000048,1,MA,"10,000+",Insurance
"Senior Business Analyst, US Retail Business Analytics",,Sephora,2977,4,30,CA,"10,000+",Retail
Lead Data Analyst,R| SQL| MATLAB| Leadership Experience| Data Mining| SAS| Tableau| Python,Hallmark,3006,3.900000095,1,MO,"Less than 10,000",Consumer Goods and Services
Implementation Data Analyst,Informatica| SQL| Microsoft Access,Fidelity Investments,3021,4.099999905,22,NC,"10,000+",Banks and Financial Services
Data Analyst / Sr. Data Analyst,Business Intelligence| Data Mining| OBIEE| SQL| Tableau| Alteryx| Kanban| Data Warehouse| QlikView| Software Development| Informatica| Data Analysis,Fidelity Investments,3021,4.099999905,4,MA,"10,000+",Banks and Financial Services
Sr Data Analyst,Design Patterns| SDLC| SQL| Big Data| Analysis Skills| Design Experience| Data Analysis| Continuous Improvement| Python,Merck,3144,4.099999905,2,PA,"10,000+",Health Care
SENIOR DATA ANALYST,Microsoft SQL Server| ERP Systems| Power BI| R| Oracle| Crystal Reports| Tableau| MATLAB| Python,Weatherford,3148,3.900000095,30,TX,"10,000+",Energy and Utilities
"Director, US Business Intelligence and Analytics, Cambridge,...",Project Management| SAS| Tableau| QlikView| Leadership Experience,SanofiUS,3165,4.099999905,30,MA,"10,000+",Pharmaceuticals
Head of Commercial Data & Analytics,R| SAS,GlaxoSmithKline,3195,4.199999809,30,NC,"10,000+",Pharmaceuticals
"Senior Director, Provider Access & Trade Analytics",R| SAS,GlaxoSmithKline,3195,4.199999809,30,PA,"10,000+",Pharmaceuticals
Data Analyst,SAS| SQL,Fresenius Medical Care,3205,3.599999905,11,TX,"10,000+",Health Care
Data Analyst - Quality and Process Improvement Data,Oracle,BAE Systems,3246,3.900000095,30,NY,"10,000+",Aerospace and Defense
Data Analyst II,Microsoft SQL Server| SAP| Microsoft Office| Excel,Abbott Laboratories,3285,4.099999905,30,CA,"10,000+",Health Care
Clinical Data Analyst II,Microsoft Powerpoint| Clinical Research| Project Management| SAP| Oracle| SAS| Clinical Trials| Microsoft Office| SQL,Abbott Laboratories,3285,4.099999905,6,MA,"10,000+",Health Care
Clinical Data Analyst II,Microsoft Powerpoint| Clinical Research| Project Management| SAP| Oracle| SAS| Clinical Trials| Microsoft Office| SQL,Abbott Laboratories,3285,4.099999905,22,CA,"10,000+",Health Care
Data Analyst,Hive| Google Analytics| Hadoop| Omniture| SQL| Tableau| Spark| Python| AWS,Cigna,3293,3.700000048,22,USA,"10,000+",Insurance
Sr. Data Analyst – Operations Intelligence Group,Microsoft SQL Server| SAS| Six Sigma| SQL| Microsoft Office| Tableau,Cigna,3293,3.700000048,1,TN,"10,000+",Insurance
Staff VP Data and Analytics Management - PS14328,System Design| Hadoop| Kafka| Management Experience| Teradata| Tableau| Java| Spark| Informatica,"Anthem, Inc.",3348,3.799999952,1,USA,"10,000+",Health Care
"Specialist, Data Analyst (Tech.)",Database Administration| Data Warehouse| Tableau,BNY Mellon,3444,3.599999905,30,NJ,"10,000+",Banks and Financial Services
Environmental Data Analyst,Technical Writing| Statisical Analysis| SQL,AECOM,3457,3.700000048,4,VA,"10,000+",
SENIOR DATA ANALYST,Microsoft Powerpoint| Power BI| Excel,Compass Group USA,3476,3.400000095,1,TX,,
DATA ANALYST,Power BI| R| SAS| SQL| Excel| Tableau,Compass Group USA,3476,3.400000095,24,NC,,
"DATA ANALYST, FUNCTIONAL",,Compass Group USA,3476,3.400000095,15,KY,,
Data Analyst I,Business Intelligence| Data Mining| Machine Learning| Power BI| R| Oracle| Tableau| Python,"XPO Logistics, Inc.",3484,3.299999952,15,AZ,"10,000+",Transport and Freight
Data Analyst - 1st Shift,Business Intelligence| Data Mining| Machine Learning| Power BI| R| Oracle| Tableau| Python,"XPO Logistics, Inc.",3484,3.299999952,14,IN,"10,000+",Transport and Freight
Omni Channel Data Analyst,Data Mining| Machine Learning| Power BI| R| Statisical Analysis| SAS| Microsoft Office| Tableau| Data Analysis| Python,SunTrust,3532,3.599999905,30,GA,"10,000+",Banks and Financial Services
HR Analytics Enablement & Data Wrangling Analyst,SAS,SunTrust,3532,3.599999905,28,GA,"10,000+",Banks and Financial Services
Business Data Analyst II,Time Management| Crystal Reports| SQL,Rent-A-Center,3822,3.200000048,26,TX,"10,000+",Retail
"Data Analyst, Information Security",Information Security| Excel,Cisco Systems,4251,4.099999905,24,NC,"10,000+",Internet and Software
Circular Economy Logistics Data Analyst,,Cisco Systems,4251,4.099999905,30,CA,"10,000+",Internet and Software
Master Data Analyst,Time Management| Excel,Cisco Systems,4251,4.099999905,23,CA,"10,000+",Internet and Software
"Senior Marketing Data Analyst, Events",Big Data| Hadoop| R| Python| SQL| Tableau,Cisco Systems,4251,4.099999905,6,NY,"10,000+",Internet and Software
"Director, Data Science & Analytics",Machine Learning,Cisco Systems,4252,4.099999905,30,CA,"10,000+",Internet and Software
"VP, IT Data & Analytics",Project Management| Management Consulting| Leadership Experience| Strategic Planning,Hertz,4280,3.400000095,30,FL,"10,000+",Auto
Data Analyst 3,Microsoft Word| Microsoft Powerpoint| Microsoft Office,Northrop Grumman,4327,4,6,CA,"10,000+",Aerospace and Defense
Data Analyst - Digital Strategy & Growth,Python| SQL| Tableau,Disney,4330,4.199999809,30,CA,"10,000+","Restaurants, Travel and Leisure"
Senior Data Analyst,Hive| Hadoop| Marketing| Digital Marketing| SQL| Tableau| Confluence| Spark| Design Experience| Python| Jira,Disney,4330,4.199999809,30,NY,"10,000+","Restaurants, Travel and Leisure"
"Director, Digital &Travel Operations Analytics",Business Intelligence| Project Management| Marketing| E-Commerce| Leadership Experience,Disney,4330,4.199999809,30,FL,"10,000+","Restaurants, Travel and Leisure"
Connected Vehicle Data Analyst,,Fiat Chrysler Automobiles,4432,4.099999905,30,MI,"10,000+",Auto
Data Analyst,SQL| Tableau,DISH,4479,3.299999952,22,CO,"10,000+","Media, News and Publishing"
Marketing Data Analyst,Google Analytics| Marketing,DISH,4479,3.299999952,30,CO,"10,000+","Media, News and Publishing"
Senior Data Analyst,Hive| Hadoop| SQL| Tableau| Spark| Data Analysis| Python,DISH,4479,3.299999952,30,CA,"10,000+","Media, News and Publishing"
Data Analyst,Database Administration| R| SQL| Excel| Microsoft Office| Microsoft Access,General Dynamics Information Technology,4573,3.799999952,18,DC,"10,000+",Aerospace and Defense
Data Analyst,Data Analysis,General Dynamics Information Technology,4573,3.799999952,21,AR,"10,000+",Aerospace and Defense
Data Analyst,Data Analysis| R| SAS,General Dynamics Information Technology,4573,3.799999952,30,AR,"10,000+",Aerospace and Defense
Data Analyst Intern,SAS,General Dynamics Information Technology,4573,3.799999952,30,AR,"10,000+",Aerospace and Defense
Sr Data Analyst,Data Analysis| SAS| SQL,General Dynamics Information Technology,4573,3.799999952,14,IA,"10,000+",Aerospace and Defense
Data Analyst - eCommerce,,Dick's Sporting Goods,4635,3.5,12,PA,"10,000+",Retail
Sr Director - Data & Analytics,Business Intelligence| Data Mining| Hadoop| R| Oracle| SQL| Tableau| Java| Python,GE Careers,4683,4,13,USA,"10,000+",Industrial Manufacturing
Senior Data and Reporting Professional / Data Analyst - Knox...,QlikView| SAS| Excel| SQL| Tableau,Humana,4686,3.700000048,19,FL,"10,000+",Health Care
Data Analyst,,Advance Auto Parts,5042,3.5,16,NC,"10,000+",Auto
Technical Data Analyst,Data Mining| Machine Learning| R| Build Automation| Python| SQL| Cloud Computing,Microsoft,5178,4.199999809,1,WA,"10,000+",Internet and Software
Data Analyst - Media,Media Buying| PPC Campaign Management| Project Management| Power BI| Excel| SQL,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Data Analyst,Hive| Data Mining| Microsoft Powerpoint| Power BI| Azure| SQL| Excel| Big Data| Spark| Analysis Skills| Data Analysis,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Data Analyst II,Data Mining| Microsoft Powerpoint| Power BI| Hadoop| SQL| Excel| Analysis Skills,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Data Analyst,Hive| Data Mining| Microsoft Powerpoint| Power BI| Azure| SQL| Excel| Big Data| Spark| Analysis Skills| Data Analysis,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Sr. Data Analyst - Media,Media Buying| PPC Campaign Management| Project Management,Microsoft,5178,4.199999809,30,WA,"10,000+",Internet and Software
Digital Data Analyst,Google Analytics| Marketing| Digital Marketing| Tableau| Multichannel Marketing| Attribution Modeling,Unilever,5416,4.199999809,30,NJ,"10,000+",Consumer Goods and Services
Data Analyst - Centrality,Microsoft Powerpoint| Hadoop| Power BI| R| SAS| SQL| Tableau| Alteryx| Python,U.S. Bank,5986,3.700000048,30,MN,"10,000+",Banks and Financial Services
Data Analyst - Mortgage Servicing,Microsoft SQL Server| Data Warehouse,U.S. Bank,5986,3.700000048,1,TX,"10,000+",Banks and Financial Services
Fraud Data Analyst,Data Analysis| Oracle| SQL,U.S. Bank,5986,3.700000048,25,MN,"10,000+",Banks and Financial Services
Data Analyst - Financial Crimes,Data Mining| SAS| Python| Audits| SQL| Microsoft Office,U.S. Bank,5986,3.700000048,4,OH,"10,000+",Banks and Financial Services
Advanced Tax Analytics & Innovation Director,PMP| CSSLP| Data Mining| Certified Project Manager| Machine Learning| CPA| SAP| Oracle| CISSP| MCSD| Enrolled Agent| Six Sigma Certification| UX| MCSE,PwC,5988,4,30,NY,"10,000+",Insurance
Data Analytics & Innovation Analyst,Hive| Data Mining| Power BI| R| SAS| SQL| Tableau| Microsoft Access| Spark| Python,American Express,6037,4.199999809,1,AZ,"10,000+",Banks and Financial Services
Data Analytics & Innovation Analyst,Hive| Data Mining| Power BI| R| SAS| SQL| Tableau| Microsoft Access| Spark| Python,American Express,6037,4.199999809,1,UT,"10,000+",Banks and Financial Services
Data Analytics & Innovation Analyst,Hive| Data Mining| Power BI| R| SAS| SQL| Tableau| Microsoft Access| Spark| Python,American Express,6037,4.199999809,1,NY,"10,000+",Banks and Financial Services
Campus Recruiting 2019 - Data Analyst,Data Mining| Business Analysis,Capgemini,6072,3.799999952,4,USA,"10,000+",Consulting and Business Services
Data Analyst,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,7,CT,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,6,CT,"10,000+",Consulting and Business Services
ATLANTA Campus Recruiting 2018 - I&D - Data Analyst,Data Mining| Business Analysis,Capgemini,6072,3.799999952,6,GA,"10,000+",Consulting and Business Services
Business Data Analyst,Data Analysis,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Business Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Quantitative Analysis| Microsoft Powerpoint| Microsoft Office| SharePoint| Visio,Capgemini Government Solutions,6072,3.799999952,30,IN,"10,000+",Consulting and Business Services
Data Analyst Lead,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst Lead,Java| R| Python,Capgemini,6072,3.799999952,20,NY,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,13,NC,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,13,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Warehouse| Informatica| Oracle| SQL,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Warehouse| Informatica| Oracle| SQL,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst,Informatica| Oracle| SQL,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst,Informatica| Oracle| SQL,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,Data Analysis,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
Data Analyst,SAS| SQL,Capgemini,6072,3.799999952,13,IL,"10,000+",Consulting and Business Services
Data Analyst,SAS| SQL,Capgemini,6072,3.799999952,13,IL,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,29,CA,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,29,CA,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,30,CA,"10,000+",Consulting and Business Services
Data Analyst,Oracle| SQL,Capgemini,6072,3.799999952,30,CA,"10,000+",Consulting and Business Services
EDP Business Data Analyst,,Capgemini,6072,3.799999952,30,NC,"10,000+",Consulting and Business Services
EDP Business Data Analyst,,Capgemini,6072,3.799999952,29,NC,"10,000+",Consulting and Business Services
Data Analyst Lead - Data Quality,Data Mining,Capgemini,6072,3.799999952,13,GA,"10,000+",Consulting and Business Services
Data Analyst 2,SharePoint| Data Mining| Data Analysis| Hadoop| Tableau,Capgemini,6072,3.799999952,30,IL,"10,000+",Consulting and Business Services
BURBANK Campus Recruiting 2018 - I&D - Data Analyst,Data Mining| Business Analysis,Capgemini,6072,3.799999952,30,CA,"10,000+",Consulting and Business Services
Business / Data Analyst,,Capgemini,6072,3.799999952,29,NJ,"10,000+",Consulting and Business Services
Business / Data Analyst,,Capgemini,6072,3.799999952,30,NJ,"10,000+",Consulting and Business Services
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,6072,3.799999952,15,SC,"10,000+",Consulting and Business Services
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - BOBJ Consultant,Data Mining| Design Experience| SAP| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
MU1-QBE-Data Analyst,SQL,Capgemini,6072,3.799999952,30,NY,"10,000+",Consulting and Business Services
MU1-QBE-Data Analyst,SQL,Capgemini,6072,3.799999952,29,NY,"10,000+",Consulting and Business Services
Data Architect / Data Analyst,Data Management| SQL,Capgemini,6072,3.799999952,27,NY,"10,000+",Consulting and Business Services
Data Architect / Data Analyst,Data Management| SQL,Capgemini,6072,3.799999952,27,NY,"10,000+",Consulting and Business Services
Senior Data Analyst - SAP BW SME,SAP| Business Analysis,Capgemini,6072,3.799999952,1,TX,"10,000+",Consulting and Business Services
Data Analyst - SAP - BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst Lead - SAP BI Reporting SME,Data Mining| SAP| Business Analysis,Capgemini,6072,3.799999952,1,TX,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Senior Data Analyst,,Capgemini,6072,3.799999952,30,NY,"10,000+",Consulting and Business Services
Senior Data Analyst,,Capgemini,6072,3.799999952,30,NY,"10,000+",Consulting and Business Services
Oracle DRM Master Data Analyst,SOX| SharePoint| Hyperion| SAP| Oracle| Excel,General Motors,6241,4.199999809,30,MI,"10,000+",Auto
Metric & Data Analyst,Microsoft Powerpoint| Data Analysis| Microsoft Office| Microsoft Access,Lockheed Martin Corporation,6415,4.099999905,30,TX,"10,000+",Aerospace and Defense
Data Analyst,Analysis Skills| Machine Learning| R| Python| Tableau,Lockheed Martin Corporation,6415,4.099999905,30,TX,"10,000+",Aerospace and Defense
Data Analyst,Analysis Skills| Machine Learning| R| Python| Tableau,Lockheed Martin Corporation,6415,4.099999905,30,TX,"10,000+",Aerospace and Defense
Data Analyst,Analysis Skills| Machine Learning| R| Python| Tableau,Lockheed Martin Corporation,6415,4.099999905,30,TX,"10,000+",Aerospace and Defense
Data Analyst,Analysis Skills| Machine Learning| R| Python| Tableau,Lockheed Martin Corporation,6415,4.099999905,30,TX,"10,000+",Aerospace and Defense
Metric & Data Analyst,Data Mining,Lockheed Martin Corporation,6415,4.099999905,8,TX,"10,000+",Aerospace and Defense
Data Analyst,JavaScript| R| SQL| Excel| HTML5| Tableau| Six Sigma Certification| Python,Lockheed Martin Corporation,6415,4.099999905,30,CT,"10,000+",Aerospace and Defense
Operational Analyst - Data Analytics,Intelligence Experience| Perl| MATLAB| SQL,Lockheed Martin Corporation,6415,4.099999905,30,VA,"10,000+",Aerospace and Defense
Data Analytics & Data Science Analyst,Pig| Linux| Hive| Data Mining| Machine Learning| Hadoop| Scala| R| SQL| Tableau| Java| Spark| Data Analysis| Python| AWS,Lockheed Martin Corporation,6415,4.099999905,30,CT,"10,000+",Aerospace and Defense
Materials Logistics Spec 3/Senior Data Analyst,Microsoft Powerpoint| SAP| Oracle| SQL| Excel| Microsoft Office| Microsoft Access| SharePoint,Siemens,6479,4.099999905,1,NY,"10,000+",Computers and Electronics
Data Analyst - Machine Learning,TensorFlow| Pig| Hive| Data Mining| Machine Learning| Hadoop| R| Image Processing| HBase| Java| Spark| Signal Processing| Python| AWS,Siemens,6479,4.099999905,15,GA,"10,000+",Computers and Electronics
Materials Mgmt Data Analyst,ERP Systems,Honeywell,6497,3.799999952,15,TN,"10,000+",Industrial Manufacturing
Quality Data Analyst,Project Management,Honeywell,6497,3.799999952,1,SC,"10,000+",Industrial Manufacturing
Senior Data Analyst – Marketplace Analytics – Multiple Openi...,Project Management| R| Oracle| SQL| Teradata| Tableau| Git| Python| AWS,Nike,6574,4.199999809,30,OR,"10,000+",Consumer Goods and Services
Director Strategic Business Analytics - Global Integrated Kn...,Business Intelligence| Google Analytics| Leadership Experience| SQL| Tableau,Nike,6574,4.199999809,30,OR,"10,000+",Consumer Goods and Services
Internal Audit Data Analyst,Microsoft Powerpoint| Microsoft Office| Tableau| Visio,Burlington Stores,6742,3.400000095,2,NJ,"10,000+",Retail
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,6790,4,6,VA,"10,000+",Banks and Financial Services
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,6790,4,29,DE,"10,000+",Banks and Financial Services
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,6790,4,30,VA,"10,000+",Banks and Financial Services
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,6790,4,21,VA,"10,000+",Banks and Financial Services
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,6790,4,30,VA,"10,000+",Banks and Financial Services
"Business Director, Sales Performance, Reporting & Analytics",Quantitative Analysis| Sales Experience| Project Management| Management Consulting| Management Experience,Capital One,6791,4,18,VA,"10,000+",Banks and Financial Services
Reporting & Data Analyst III,Time Management| Microsoft Powerpoint| Excel| Analysis Skills| Business Analysis| Adobe Marketing,Meijer,6797,3.5,12,MI,"10,000+",Retail
SAP Master Data Analyst,Alteryx| Informatica| SAP,PetSmart,6850,3.700000048,19,AZ,"10,000+",Retail
Data Analyst,Business Intelligence| Tableau,Deloitte,7197,4,30,VA,"10,000+",Consulting and Business Services
Data Analyst,Pig| Hive| Data Mining| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Python,Deloitte,7197,4,30,DC,"10,000+",Consulting and Business Services
Data Analyst,Pig| Hive| Data Mining| Machine Learning| TS/SCI Clearance| Hadoop| R| SAS| SQL| Tableau| Python,Deloitte,7197,4,30,VA,"10,000+",Consulting and Business Services
Cybersecurity Data Analyst-Secret Clearance,Pig| Hive| Data Mining| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Troubleshooting| Python,Deloitte,7197,4,30,DC,"10,000+",Consulting and Business Services
Marketing Data Analyst,,Kaiser Permanente,8164,4.199999809,14,CA,"10,000+",Health Care
Marketing Sr. Data Analyst,,Kaiser Permanente,8164,4.199999809,14,CA,"10,000+",Health Care
"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",,Kaiser Permanente,8164,4.199999809,8,CA,"10,000+",Health Care
Senior Data Analyst-Marketing,,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
"Senior Data Analyst, Marketing",,Kaiser Permanente,8164,4.199999809,26,CA,"10,000+",Health Care
Data Analyst III (Technical),,Kaiser Permanente,8164,4.199999809,30,OR,"10,000+",Health Care
"Consulting Data Analyst - Epidemiology, Bio-statistics, SAS,...",,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
Health Data Analyst II Decision Support,,Kaiser Permanente,8164,4.199999809,7,OR,"10,000+",Health Care
"Consulting Data Analyst - SQL, SAS, R",,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
Digital Data Analyst,Survey Design| SAS,Kaiser Permanente,8164,4.199999809,29,CA,"10,000+",Health Care
Sr. Data Analyst-Marketing,,Kaiser Permanente,8164,4.199999809,25,CA,"10,000+",Health Care
Senior Consulting Data Analyst,,Kaiser Permanente,8164,4.199999809,21,CA,"10,000+",Health Care
Senior Consulting Data Analyst,SAS,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
Senior Consulting Data Analyst,SAS,Kaiser Permanente,8164,4.199999809,30,CA,"10,000+",Health Care
"Sr. Business Analyst, Reporting and Data Analytics",,Kaiser Permanente,8164,4.199999809,13,CA,"10,000+",Health Care
Data Analyst - DBA/DBSA,Linux| Database Administration| Scripting| SQL| Big Data| Informatica| Data Analysis| Shell Scripting| Microsoft Windows Server| DB2,State Farm,8531,3.799999952,30,IL,"10,000+",Insurance
